Nucl,Char,Gaz,Fioul
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,140.08933333333334,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,151.756,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
14.285714285714286,102.8756733688213,145.92266666666666,185.17867304163047
